species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Staphylococcus ratti,2,1,1,1,NA,NA,1
Staphylococcus lloydii,2,1,1,1,NA,NA,2
Staphylococcus edaphicus,2,NA,NA,1,1,1,NA
Staphylococcus devriesei,2,2,2,2,1,4,2
Staphylococcus chromogenes,2,1,4,1,4,4,1
Staphylococcus cohnii,1,NA,NA,3,3,NA,NA
Staphylococcus pseudoxylosus,1,1,NA,NA,NA,NA,1
Staphylococcus pettenkoferi,1,NA,1,NA,2,2,3
Staphylococcus casei,1,1,3,NA,3,NA,NA
Staphylococcus nepalensis,1,1,NA,NA,NA,2,2
Staphylococcus schleiferi,1,NA,NA,NA,NA,NA,NA
Staphylococcus debuckii,1,NA,NA,NA,NA,1,NA
Staphylococcus massiliensis,1,1,1,1,2,1,1
Staphylococcus shinii,1,1,1,NA,NA,3,NA
Staphylococcus xylosus,1,NA,NA,3,1,NA,1
Staphylococcus equorum,2,NA,7,2,NA,2,NA
Mammaliicoccus vitulinus,1,NA,NA,1,NA,NA,NA
Listeria monocytogenes,22470,18540,23523,25340,35895,36033,38163
Listeria sp. LM90SB2,722,611,601,593,NA,NA,NA
Listeria innocua,265,161,211,272,344,468,324
Listeria welshimeri,54,33,50,29,62,57,53
Listeria swaminathanii,51,34,71,73,87,79,63
Listeria seeligeri,29,21,27,19,44,36,25
Listeria ivanovii,25,21,76,27,145,92,133
Listeria weihenstephanensis,3,2,4,NA,6,2,5
Listeria grayi,3,1,NA,2,3,3,1
Listeria newyorkensis,2,3,4,1,5,4,5
Paenibacillus sp. FSL W8-0194,11,12,8,4,4,4,8
Paenibacillus polymyxa,1,NA,NA,NA,NA,1,2
Cohnella abietis,1,NA,NA,NA,NA,NA,NA
Sporosarcina sp. Te-1,2,NA,NA,NA,NA,NA,NA
Fodinisporobacter ferrooxydans,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,33614,28451,34726,30140,34925,35533,37066
Enterococcus sp. DIV0212c,6,2,6,2,6,8,1
Enterococcus sp. DA9,23,NA,24,NA,39,NA,29
Enterococcus sp. DIV0849a,1,1,1,3,NA,NA,NA
Candidatus Enterococcus dunnyi,9,10,9,3,6,7,10
Enterococcus rotai,6,1,3,2,2,4,4
Enterococcus dispar,3,3,2,1,2,1,1
Candidatus Enterococcus palustris,3,2,2,1,1,1,3
Candidatus Enterococcus mangumiae,3,1,NA,1,NA,3,2
Candidatus Enterococcus lemimoniae,3,NA,1,1,NA,1,1
Enterococcus faecium,6,21,20,23,22,19,23
Enterococcus avium,2,NA,1,NA,1,NA,1
Enterococcus cecorum,2,4,2,4,NA,4,2
Enterococcus durans,2,NA,5,2,7,1,5
Candidatus Enterococcus clewellii,2,4,1,4,4,6,1
Enterococcus devriesei,2,1,2,NA,1,1,1
Enterococcus saigonensis,2,1,2,1,2,2,4
Enterococcus casseliflavus,2,NA,2,NA,NA,2,3
Enterococcus saccharolyticus,1,2,NA,NA,3,NA,2
Enterococcus mundtii,1,2,1,NA,3,4,2
Enterococcus raffinosus,1,4,2,5,1,2,4
Enterococcus montenegrensis,1,1,2,NA,NA,NA,1
Candidatus Enterococcus lowellii,1,2,3,2,2,3,2
Vagococcus jeotgali,1,NA,NA,NA,NA,NA,NA
Vagococcus carniphilus,1,NA,NA,1,NA,NA,NA
Tetragenococcus halophilus,1,NA,1,1,2,NA,NA
Limosilactobacillus fermentum,16478,13267,15552,18903,26749,24740,29203
Limosilactobacillus reuteri,3,1,2,2,4,3,NA
Lactiplantibacillus plantarum,6,3,5,4,3,7,8
Lactiplantibacillus pentosus,1,NA,NA,NA,NA,1,NA
Lactobacillus delbrueckii,2,NA,1,3,9,5,5
Lactobacillus crispatus,1,NA,NA,NA,NA,NA,NA
Lactobacillus helveticus,1,NA,NA,1,NA,2,NA
Ligilactobacillus salivarius,1,NA,1,3,NA,NA,NA
Ligilactobacillus murinus,1,NA,1,NA,NA,NA,1
Ligilactobacillus agilis,1,NA,NA,NA,NA,NA,NA
Lentilactobacillus kefiri,2,NA,NA,NA,NA,NA,NA
Pediococcus acidilactici,1,NA,NA,NA,1,NA,NA
Pediococcus pentosaceus,1,NA,NA,1,NA,1,1
Leuconostoc mesenteroides,1,NA,NA,NA,NA,NA,NA
Levilactobacillus zymae,1,NA,NA,NA,1,1,NA
Agrilactobacillus fermenti,1,NA,NA,NA,NA,NA,NA
Carnobacterium viridans,1,NA,1,NA,1,NA,NA
Carnobacterium divergens,1,NA,1,NA,1,1,1
Jeotgalibaca porci,1,NA,NA,NA,NA,NA,NA
Desemzia incerta,1,NA,NA,NA,NA,NA,NA
Streptococcus thermophilus,2,NA,1,NA,NA,NA,NA
Streptococcus uberis,1,NA,1,NA,NA,NA,1
Streptococcus infantis,1,NA,NA,NA,1,1,NA
Aerococcus urinaeequi,1,1,NA,NA,NA,NA,1
Clostridioides difficile,3,NA,NA,NA,7,NA,NA
Ruminococcus bicirculans (ex Wegman et al. 2014),1,NA,NA,NA,NA,NA,NA
Clostridium perfringens,1,NA,NA,NA,NA,3,NA
Desulfofarcimen acetoxidans,1,NA,NA,NA,NA,NA,NA
Halobacteroides halobius,1,NA,NA,NA,NA,NA,NA
Aedoeadaptatus ivorii,1,NA,NA,NA,NA,NA,NA
Actinomyces oris,16,16,21,8,13,9,10
Trueperella pyogenes,1,NA,NA,1,NA,NA,NA
Corynebacterium guangdongense,1,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,1,NA,NA,NA,NA,NA,NA
Corynebacterium timonense,1,NA,NA,NA,NA,NA,NA
Bifidobacterium pullorum,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00191,1,NA,NA,NA,NA,NA,NA
Salmonella enterica,49868,50602,44368,32596,39228,38615,45085
Salmonella sp. HY31,13,9,2,NA,17,3,NA
Salmonella sp.,11,NA,7,NA,8,NA,NA
Salmonella sp. 2018103,13,NA,14,21,NA,18,38
Salmonella sp. SSDFZ54,29,37,NA,98,NA,NA,89
Salmonella sp. SA14318,3,NA,12,5,NA,4,9
Salmonella sp. SJTUF15606,113,NA,NA,NA,NA,NA,NA
Salmonella bongori,68,193,48,23,135,355,22
Escherichia coli,41526,36591,34058,25265,29771,25128,30798
Escherichia sp. E4742,33,24,34,12,14,11,21
Escherichia sp. F1,12,17,8,10,17,28,NA
Escherichia sp. KS167_9B,12,27,NA,15,15,15,14
Escherichia sp. HH091_1A,13,35,9,NA,NA,NA,8
Escherichia albertii,89,59,63,47,50,41,39
Escherichia marmotae,56,30,33,28,20,17,29
Escherichia fergusonii,78,39,49,32,36,36,33
Shigella flexneri,1711,1768,1419,1106,541,2099,830
Shigella dysenteriae,174,224,192,195,112,118,158
Shigella boydii,272,250,201,143,302,167,271
Shigella sonnei,45,711,78,76,65,119,52
Citrobacter portucalensis,19,13,5,10,11,2,10
Citrobacter freundii complex sp. CFNIH2,2,NA,1,NA,1,NA,3
Citrobacter freundii complex sp. CFNIH9,4,NA,NA,NA,NA,NA,NA
Citrobacter freundii,19,30,42,27,5,41,30
Citrobacter werkmanii,7,4,NA,4,6,5,NA
Citrobacter braakii,18,18,18,18,24,9,9
Citrobacter cronae,11,3,4,NA,NA,NA,5
Citrobacter sedlakii,3,2,NA,1,NA,3,1
Citrobacter sp. RHB25-C09,8,3,4,5,4,3,5
Citrobacter sp. R56,3,1,4,3,3,NA,2
Citrobacter rodentium,6,3,3,3,5,1,4
Citrobacter koseri,7,1,4,3,3,4,8
Citrobacter enshiensis,4,2,NA,1,4,NA,NA
Citrobacter amalonaticus,9,4,2,2,1,1,NA
Citrobacter meridianamericanus,1,1,2,NA,NA,NA,1
Citrobacter arsenatis,1,1,1,1,1,2,1
Citrobacter farmeri,1,4,5,3,4,NA,1
Klebsiella pneumoniae,93,61,52,89,36,47,61
Klebsiella quasipneumoniae,10,2,6,1,12,9,6
Klebsiella oxytoca,4,3,2,3,5,2,5
Klebsiella huaxiensis,3,2,3,1,1,3,1
Klebsiella aerogenes,3,2,4,2,3,NA,2
Klebsiella sp. P1CD1,2,NA,NA,NA,NA,NA,NA
Klebsiella africana,2,NA,1,NA,1,NA,1
Klebsiella michiganensis,1,2,1,13,18,2,2
Raoultella ornithinolytica,7,7,10,5,5,7,NA
Enterobacter asburiae,10,3,8,1,6,9,5
Enterobacter cloacae complex sp.,1,1,1,1,NA,NA,NA
Enterobacter sp. BIDMC 29,2,NA,NA,3,NA,NA,NA
Enterobacter cloacae complex sp. Mu1197,1,NA,NA,NA,NA,1,NA
Enterobacter roggenkampii,6,1,1,NA,2,5,2
Enterobacter hormaechei,12,24,18,10,14,13,32
Enterobacter cancerogenus,4,2,1,2,5,4,NA
Enterobacter kobei,7,4,8,8,3,5,4
Enterobacter chuandaensis,2,NA,NA,1,NA,2,NA
Enterobacter sichuanensis,2,1,2,1,1,NA,1
Enterobacter ludwigii,4,1,1,NA,4,4,NA
Enterobacter cloacae,4,11,6,3,9,2,3
Enterobacter chengduensis,1,NA,NA,NA,NA,NA,1
Enterobacter sp. RHBSTW-00994,2,NA,1,1,1,NA,2
Enterobacter sp. 638,2,1,1,NA,1,NA,1
Enterobacter sp. ECC-249,1,NA,NA,NA,NA,1,NA
Enterobacter sp. PGRG2,1,NA,NA,NA,1,NA,NA
Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,1,NA,NA,NA,NA,NA,NA
Enterobacter sp. SES19,1,NA,NA,NA,NA,NA,NA
Enterobacter sp. RHBSTW-00175,1,NA,NA,NA,NA,NA,NA
Enterobacter sp. SA187,1,NA,NA,NA,NA,NA,NA
Enterobacter huaxiensis,3,2,NA,NA,1,NA,2
Enterobacter adelaidei,2,2,NA,1,NA,NA,NA
Enterobacter mori,2,2,2,NA,1,1,2
Enterobacter soli,1,1,1,NA,NA,NA,NA
Enterobacter bugandensis,1,1,1,1,NA,NA,2
Kosakonia cowanii,8,2,2,1,2,7,1
Kosakonia sp. SMBL-WEM22,1,NA,1,1,NA,NA,NA
Kosakonia pseudosacchari,1,NA,NA,2,NA,1,1
Kosakonia sacchari,1,1,1,NA,NA,2,1
Kosakonia oryzendophytica,1,1,2,NA,1,NA,NA
Kosakonia arachidis,1,NA,1,NA,1,1,NA
Kosakonia oryzae,1,1,1,1,NA,1,NA
Kosakonia radicincitans,1,NA,1,1,NA,NA,NA
Leclercia adecarboxylata,11,10,4,6,9,4,7
Leclercia sp. S52,1,NA,1,NA,NA,NA,NA
Leclercia sp. W17,2,NA,3,NA,NA,NA,NA
Leclercia pneumoniae,2,3,2,1,3,NA,2
Kluyvera sichuanensis,3,2,1,3,1,1,NA
Kluyvera intermedia,3,3,1,3,1,3,2
Kluyvera ascorbata,3,1,4,NA,3,1,NA
Kluyvera cryocrescens,2,1,2,NA,NA,NA,2
Kluyvera sp. CRP,1,NA,NA,NA,NA,NA,NA
Buttiauxella sp. WJP83,4,NA,1,1,3,NA,NA
Buttiauxella sp. 3AFRM03,2,NA,1,NA,NA,NA,NA
Buttiauxella selenatireducens,1,NA,NA,1,2,NA,NA
Buttiauxella ferragutiae,2,NA,NA,NA,NA,NA,NA
Buttiauxella agrestis,1,NA,1,NA,NA,3,3
Cronobacter sakazakii,5,NA,2,NA,NA,1,1
Cronobacter dublinensis,2,NA,NA,2,NA,1,NA
Cronobacter condimenti,1,NA,NA,2,1,1,1
Cronobacter turicensis,1,NA,1,NA,NA,NA,NA
Lelliottia sp. JS-SCA-14,1,1,2,NA,NA,2,NA
Lelliottia sp. AC1,2,NA,NA,NA,NA,NA,1
Lelliottia amnigena,4,NA,4,3,2,NA,NA
Superficieibacter sp. BNK-5,4,1,2,NA,2,2,NA
Superficieibacter sp. HKU1,3,1,6,NA,NA,2,NA
Cedecea neteri,4,7,3,5,3,1,2
Cedecea lapagei,2,1,NA,NA,NA,NA,NA
Cedecea sp. FDAARGOS_727,1,NA,NA,NA,NA,2,1
Pseudocitrobacter corydidari,4,6,1,2,NA,NA,1
Pseudocitrobacter faecalis,1,1,5,2,2,2,1
Yokenella regensburgei,5,1,3,NA,2,NA,3
Phytobacter ursingii,4,1,NA,1,NA,NA,3
Trabulsiella odontotermitis,3,2,3,3,3,3,NA
[Enterobacter] lignolyticus,3,NA,NA,NA,2,3,1
Atlantibacter hermannii,3,NA,1,2,NA,NA,4
Mangrovibacter phragmitis,2,1,NA,1,1,2,2
Jejubacter calystegiae,2,4,1,2,2,1,1
Siccibacter colletis,1,3,3,NA,3,NA,NA
Scandinavium goeteborgense,1,3,5,NA,1,NA,3
Shimwellia blattae,1,2,NA,NA,1,2,NA
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Erwinia sp. E_sp_W01_6,3,NA,1,NA,NA,1,NA
Erwinia sp. E_sp_W01_1,3,NA,2,NA,NA,5,NA
Erwinia pyrifoliae,1,1,NA,NA,1,1,NA
Erwinia tracheiphila,1,NA,NA,NA,NA,NA,NA
Pantoea agglomerans,1,3,NA,NA,1,NA,1
Pantoea sp. X85,1,NA,NA,NA,NA,NA,NA
Pantoea eucrina,1,1,NA,NA,1,NA,NA
Pantoea stewartii,2,NA,NA,NA,NA,NA,2
Serratia rhizosphaerae,1,NA,NA,NA,NA,NA,NA
Serratia nematodiphila,2,NA,NA,NA,NA,NA,NA
Serratia marcescens,1,NA,1,NA,NA,1,NA
Yersinia pestis,1,NA,NA,NA,NA,NA,2
Yersinia ruckeri,1,NA,NA,NA,NA,NA,NA
Rahnella aceris,1,NA,NA,NA,NA,NA,NA
Chania multitudinisentens,1,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,1,NA,NA,NA,NA,NA,NA
Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
Pectobacterium brasiliense,1,1,NA,NA,NA,NA,NA
Brenneria rubrifaciens,1,1,NA,NA,1,NA,NA
Edwardsiella hoshinae,1,2,1,NA,NA,NA,NA
Edwardsiella tarda,1,NA,NA,1,2,NA,NA
Arsenophonus endosymbiont of Crataerina pallida,1,NA,NA,NA,NA,NA,NA
Leminorella grimontii,1,NA,NA,NA,NA,NA,NA
Candidatus Sodalis pierantonius,1,NA,NA,NA,1,NA,NA
Pseudomonas aeruginosa,21718,21370,16531,15570,26612,23700,29943
Pseudomonas paraeruginosa,24,6,9,10,3,11,14
Pseudomonas citronellolis,6,1,1,NA,7,3,4
Pseudomonas nitroreducens,2,2,2,NA,NA,NA,3
Pseudomonas sp. ATCC 13867,2,1,1,NA,NA,3,2
Pseudomonas sp. G.S.17,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. GCEP-101,2,NA,NA,NA,1,1,1
Pseudomonas sp. MH9.3,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. C9-3,2,1,NA,1,NA,NA,1
Pseudomonas sp. 7SR1,2,NA,NA,1,NA,NA,NA
Pseudomonas sp. L7,2,1,1,NA,1,NA,NA
Pseudomonas sp. MTM4,2,1,1,NA,NA,NA,1
Pseudomonas sp. L5B5,1,NA,NA,1,NA,NA,NA
Pseudomonas sp. Q1-7,1,1,1,NA,NA,1,NA
Pseudomonas sp. App30,1,NA,NA,NA,2,1,NA
Pseudomonas sp. CMR5c,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. DY-1,8,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KNUC1026,1,NA,NA,1,1,NA,NA
Pseudomonas sp. P9_31,3,NA,NA,NA,NA,NA,NA
Pseudomonas sp. B21-012,6,NA,NA,NA,NA,NA,NA
Pseudomonas sp. ADPe,2,NA,NA,NA,3,NA,NA
Pseudomonas sp. WJP1,1,NA,NA,NA,NA,1,NA
Pseudomonas sp. TE3-3-F2023,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. RU47,6,NA,NA,NA,NA,NA,NA
Pseudomonas sp. TCU-HL1,1,NA,1,2,1,2,NA
Pseudomonas sp. LPB0260,1,1,1,NA,NA,NA,NA
Pseudomonas sp. J452,1,NA,NA,NA,1,1,2
Pseudomonas sp. SCB32,1,3,NA,NA,2,1,NA
Pseudomonas sp. MH9.2,1,1,NA,NA,NA,NA,NA
Pseudomonas sp. 273,1,NA,NA,NA,NA,1,NA
Pseudomonas sp. TUM22785,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. CC6-YY-74,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. SL4(2022),1,NA,NA,1,1,NA,NA
Pseudomonas sp. HS6,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Z8(2022),1,NA,NA,NA,4,NA,NA
Pseudomonas sp. W03,4,9,NA,NA,NA,NA,NA
Pseudomonas sp. BW7P1,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. AN-1,1,1,NA,2,1,1,1
Pseudomonas sp. HN11,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. NY8938,13,NA,NA,NA,NA,NA,NA
Pseudomonas sp. PSKL.D1,1,NA,NA,1,1,NA,NA
Pseudomonas sp. PLMAX,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Lz4W,1,NA,1,NA,NA,NA,NA
Pseudomonas sp. LTJR-52,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. HS-18,3,NA,NA,NA,NA,4,NA
Pseudomonas sp. 15A4,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. SO81,1,1,1,NA,NA,2,1
Pseudomonas sp. PDNC002,1,1,NA,1,1,NA,2
Pseudomonas sp. FDAARGOS_761,21,28,NA,NA,NA,NA,NA
Pseudomonas sp. FP198,1,NA,NA,NA,1,NA,NA
Pseudomonas sp. JQ170C,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. FP2196,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. ADAK18,1,NA,NA,1,1,NA,NA
Pseudomonas sp. RC10,1,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,3,NA,2,1,NA,1,NA
Pseudomonas fulva,5,2,5,1,4,4,NA
Pseudomonas putida,9,16,7,4,51,14,7
Pseudomonas wadenswilerensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas plecoglossicida,1,NA,NA,1,1,NA,NA
Pseudomonas chlororaphis,12,6,3,NA,3,9,1
Pseudomonas protegens,4,NA,2,1,NA,NA,1
Pseudomonas sp. JDS08PS003,1,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,8,4,NA,2,3,5,1
Pseudomonas trivialis,1,NA,1,NA,1,2,1
Pseudomonas rhodesiae,1,NA,NA,NA,NA,NA,NA
Pseudomonas corrugata,1,NA,1,NA,NA,NA,2
Pseudomonas granadensis,1,NA,1,NA,NA,1,1
Pseudomonas syringae,1,6,NA,1,3,2,1
Pseudomonas coronafaciens,4,NA,NA,NA,NA,NA,NA
Pseudomonas cichorii,1,NA,NA,NA,NA,NA,NA
Pseudomonas cavernae,3,3,NA,NA,2,NA,1
Pseudomonas cremoricolorata,2,NA,NA,NA,NA,NA,2
Pseudomonas benzenivorans,2,1,2,1,NA,NA,1
Pseudomonas triclosanedens,2,1,NA,1,5,6,3
uncultured Pseudomonas sp.,1,1,NA,NA,NA,NA,1
Pseudomonas umsongensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas oryzae,1,1,NA,NA,NA,1,NA
Pseudomonas monachiensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas saudiphocaensis,1,NA,NA,NA,1,NA,NA
Pseudomonas cerasi,2,NA,NA,NA,NA,NA,NA
Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas tohonis,1,NA,NA,NA,3,1,1
Pseudomonas alvandae,1,1,1,1,NA,NA,NA
Pseudomonas abietaniphila,1,NA,1,NA,NA,NA,1
Pseudomonas thivervalensis,1,NA,NA,NA,NA,1,NA
Pseudomonas knackmussii,1,NA,1,4,NA,NA,NA
Pseudomonas hamedanensis,1,NA,NA,NA,NA,1,NA
Pseudomonas shirazensis,1,NA,NA,NA,1,NA,NA
Pseudomonas sediminis,1,NA,1,NA,1,NA,NA
Pseudomonas helleri,1,1,NA,NA,2,NA,NA
Pseudomonas tructae,1,NA,1,NA,NA,NA,NA
Pseudomonas yamanorum,1,NA,1,NA,NA,NA,NA
Pseudomonas canadensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas phenolilytica,1,NA,NA,NA,NA,NA,NA
Pseudomonas brassicacearum,2,NA,NA,NA,2,NA,1
Pseudomonas pohangensis,1,NA,NA,NA,NA,1,NA
Pseudomonas extremaustralis,1,NA,NA,NA,NA,NA,NA
Pseudomonas simiae,1,NA,NA,NA,NA,1,NA
Pseudomonas kielensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas entomophila,1,3,1,2,1,NA,NA
Pseudomonas alkylphenolica,1,1,2,NA,1,1,1
Pseudomonas batumici,1,NA,NA,NA,NA,1,1
Pseudomonas solani,1,NA,NA,NA,1,1,NA
Pseudomonas asiatica,5,NA,NA,NA,NA,NA,NA
Stutzerimonas decontaminans,2,NA,NA,NA,NA,NA,NA
Vibrio anguillarum,4,3,4,4,3,3,9
Vibrio cholerae,2,NA,NA,NA,NA,NA,NA
Photobacterium damselae,1,1,NA,NA,1,NA,1
Enterovibrio norvegicus,1,NA,NA,NA,NA,NA,NA
Grimontia hollisae,1,NA,NA,NA,NA,NA,NA
Xanthomonas arboricola,2,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,1,7,1,4,6,4,5
Halomonas alkaliantarctica,1,NA,NA,NA,NA,NA,NA
Rheinheimera sp. F8,1,NA,1,NA,NA,NA,1
Thiocapsa bogorovii,1,NA,NA,NA,NA,NA,NA
Shewanella baltica,1,NA,NA,NA,NA,NA,NA
Legionella cherrii,1,NA,NA,NA,NA,NA,1
Gluconobacter roseus,1,NA,NA,NA,NA,NA,NA
Tsuneonella sp. CC-YZS046,1,NA,NA,NA,NA,NA,NA
Orientia tsutsugamushi,1,NA,NA,NA,NA,NA,NA
Candidatus Gromoviella agglomerans,1,NA,NA,NA,NA,NA,NA
Achromobacter xylosoxidans,1,NA,NA,NA,NA,NA,NA
Pigmentiphaga sp. CHJ604,1,NA,NA,NA,NA,NA,NA
Neisseria meningitidis,1,NA,NA,NA,NA,NA,NA
Aliarcobacter faecis,3,NA,NA,NA,NA,NA,NA
Cloacibacterium normanense,1,NA,NA,NA,NA,NA,NA
Emticicia sp. 21SJ11W-3,1,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,1,NA,NA,NA,NA,NA,NA
Desulfomonile tiedjei,1,NA,NA,NA,NA,NA,NA
Cryptococcus neoformans,7533,5574,8187,6033,4871,4351,5054
Cryptococcus tetragattii,32,32,42,21,14,10,9
Cryptococcus gattii,6,5,5,7,NA,8,NA
Cryptococcus decagattii,3,1,4,1,9,2,5
Cryptococcus deuterogattii,3,NA,5,NA,2,1,2
Kwoniella dejecticola,1,NA,1,1,1,NA,1
Puccinia striiformis,1,NA,1,NA,NA,NA,NA
Saccharomyces cerevisiae,5509,6050,5470,4431,4986,4892,5290
Saccharomyces paradoxus,27,35,46,25,33,29,42
Saccharomyces mikatae,5,4,8,4,5,8,5
Saccharomyces eubayanus,4,6,NA,5,9,3,5
Saccharomyces kudriavzevii,2,8,8,2,5,11,5
Eremothecium gossypii,1,1,NA,NA,NA,NA,NA
Naumovozyma castellii,1,NA,1,1,NA,NA,1
Fusarium verticillioides,1,NA,NA,NA,NA,NA,NA
Homo sapiens,36,26,45,28,45,60,48
Juglans regia,26,37,17,18,31,23,22
